the_geom,OBJECTID,STATEFP10,COUNTYFP10,Tract,Block Group,GEOID10,NAMELSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,SUMLEV,STATE,COUNTY,TRACT,BLKGRP,GEOID10_1,TOTAL_POP,WHITE,BLACK,AMERI_ES,ASIAN,HAWN_PI,OTHER,MULTI_RACE,HISPANIC,NON_HISPAN,HSE_UNITS,OCCUP,VACANT,PST_CD,CITY,GlobalID,Shape.STArea(),Shape.STLength(),TRACTNAME10
"MULTIPOLYGON (((-78.844030999952 42.887844999239, -78.844973000207 42.887841999101, -78.844997999561 42.887841999101, -78.845946000093 42.887837998916, -78.845979999862 42.887837998916, -78.846920000025 42.88783699887, -78.846951999702 42.88783699887, -78.846945000278 42.885097999416, -78.846945000278 42.885077999393, -78.846952999748 42.884601999035, -78.846952999748 42.883337999225, -78.84729100004 42.883342999455, -78.847938000187 42.883341999409, -78.84893500028 42.883340999363, -78.849917999727 42.883337999225, -78.850904000212 42.883334999087, -78.851909999821 42.883332998994, -78.852916000328 42.883330998902, -78.852923999798 42.884451999315, -78.85292099966 42.884967998819, -78.852906999914 42.885158998631, -78.853407999626 42.885162998815, -78.85394700019 42.885168999092, -78.853958999844 42.886832999354, -78.853954999659 42.887813998709, -78.853970000351 42.889646998668, -78.853968000259 42.889786998826, -78.853383000272 42.889912999238, -78.852942999774 42.890007999121, -78.851944999635 42.890237998931, -78.850921000097 42.890472998972, -78.849951000349 42.890697999451, -78.849649999964 42.890766999035, -78.848871000027 42.890929999354, -78.848253000318 42.891058999005, -78.847905999611 42.891125999396, -78.847007000438 42.891320999391, -78.846918999979 42.891340999414, -78.845944000001 42.891551999248, -78.845774000259 42.891589999201, -78.844977000392 42.891767999312, -78.844553999779 42.891862999195, -78.844014000068 42.8919779991, -78.844014000068 42.889637999152, -78.843999000275 42.887844999239, -78.844030999952 42.887844999239)))",211,36,029,001500,2,360290015002,Block Group 2,G5030,S,544635,0,+42.8875748,-078.8493169,150,36,029,001500,2,360290015002,912,35,836,0,1,0,13,27,45,867,587,432,155,,,{A6E34AB8-079D-4610-8BDD-CFCFB0A16744},0.000060015401388,0.035227620254087,15
"MULTIPOLYGON (((-78.867854000039 42.92036499913, -78.868101999779 42.91945499945, -78.868141999825 42.919325998899, -78.868234999615 42.918965999392, -78.868327000258 42.918613999354, -78.868469999656 42.918055998813, -78.870498999656 42.918376999221, -78.870720999997 42.91842099945, -78.872237999778 42.918638998707, -78.8750629996 42.918642998892, -78.877019999878 42.918647999122, -78.877019999878 42.91867699866, -78.877013999602 42.919450999266, -78.877010000317 42.920354998669, -78.876199999851 42.920365999176, -78.875322999894 42.920389999383, -78.871466000165 42.920481999127, -78.87063499963 42.920497998965, -78.868993000382 42.920536998965, -78.868078999618 42.920556998987, -78.867854000039 42.92036499913)))",53,36,029,016900,1,360290169001,Block Group 1,G5030,S,157182,0,+42.9194854,-078.8722752,150,36,029,016900,1,360290169001,898,802,49,2,20,0,9,16,41,857,581,506,75,,,{4CF95818-111A-454A-A3E3-754C36610CE5},0.000017329370058,0.021921222445387,169
"MULTIPOLYGON (((-78.809593999827 42.871891999506, -78.809614999896 42.871366998687, -78.809627000449 42.870953999434, -78.809684000379 42.868737998908, -78.808732999708 42.8687269993, -78.807799999868 42.868716998839, -78.806861999796 42.868699998955, -78.805939999564 42.868686999255, -78.805909999979 42.868686999255, -78.804962000347 42.868672999509, -78.804998000207 42.866113999359, -78.805003999585 42.86606199876, -78.804072999836 42.866050999153, -78.803121000019 42.866039998646, -78.803122000065 42.866010999107, -78.802156999649 42.866002998739, -78.802171000294 42.864969998785, -78.802680000375 42.864972998923, -78.803091999582 42.864960999269, -78.80314400018 42.864962999362, -78.803205000294 42.864956999085, -78.80344899985 42.864949998762, -78.80405399986 42.864902999294, -78.804772999728 42.86484699941, -78.805034000068 42.864827999434, -78.806068000068 42.864756998859, -78.80690499998 42.864698998883, -78.806999999863 42.864688999322, -78.807331999878 42.864654998654, -78.807925000234 42.864561998863, -78.808238000273 42.864512999303, -78.809528000382 42.864304998708, -78.809777000169 42.864197999171, -78.809927999935 42.864106999473, -78.810020999725 42.863987999384, -78.810114000415 42.86385199941, -78.810345000272 42.863719998721, -78.817707999737 42.867521998612, -78.818180999957 42.867748999184, -78.818459000181 42.86787399865, -78.818871000287 42.868045999385, -78.820688999555 42.868747999369, -78.821467000344 42.869046998762, -78.821616000018 42.869104998738, -78.822199999959 42.869330999263, -78.821796000221 42.869532998682, -78.820539999881 42.871286999496, -78.819980000147 42.87205899911, -78.818170000349 42.872019999111, -78.817773000035 42.872013998834, -78.816553999602 42.871995998904, -78.815911999685 42.871985999342, -78.81495699973 42.871969999504, -78.813916000307 42.871956998905, -78.812952999982 42.871942999158, -78.811806000169 42.871925999274, -78.811462999647 42.871919998998, -78.810750000055 42.871909999436, -78.810533999991 42.871905999252, -78.80968899971 42.871892998652, -78.809593999827 42.871891999506)))",183,36,029,001900,1,360290019001,Block Group 1,G5030,S,791663,0,+42.8682766,-078.8125259,150,36,029,001900,1,360290019001,1284,1188,43,1,9,0,15,28,60,1224,665,582,83,,,{13C75665-DDBD-4A1B-96AB-467BA35AE184},0.000087210013804,0.049906670640761,19
"MULTIPOLYGON (((-78.867441999933 42.92353399862, -78.869779999788 42.923500998898, -78.870627000161 42.922974998933, -78.869811000317 42.922283999456, -78.869790000249 42.922266998672, -78.868806999902 42.921425999475, -78.867988999966 42.920716999168, -78.867741000226 42.920766998775, -78.867516999792 42.920566999448, -78.867854000039 42.92036499913, -78.868078999618 42.920556998987, -78.868993000382 42.920536998965, -78.87063499963 42.920497998965, -78.871466000165 42.920481999127, -78.875322999894 42.920389999383, -78.876199999851 42.920365999176, -78.877010000317 42.920354998669, -78.877011000363 42.921345999384, -78.877010000317 42.922203999365, -78.877009000271 42.922688999239, -78.877005000086 42.923477998737, -78.877007000179 42.924202998882, -78.875903999696 42.924203998928, -78.875100999553 42.924209999205, -78.873899999949 42.924221998858, -78.872795000273 42.924240998835, -78.872443000235 42.924246999112, -78.872073000266 42.924247999158, -78.872001999692 42.924248999204, -78.871629999631 42.92424999925, -78.870774999788 42.924257998719, -78.86944599968 42.924277998742, -78.867998000381 42.924289999295, -78.867504000093 42.924289999295, -78.867441999933 42.92353399862)))",48,36,029,006302,2,360290063022,Block Group 2,G5030,S,276752,0,+42.9223390,-078.8729285,150,36,029,006302,2,360290063022,1162,1018,74,12,25,0,5,28,62,1100,576,521,55,,,{9BDDDB71-6C5B-4FA3-B523-481F36CD4365},0.000030513391984,0.031093130694025,63.02
"MULTIPOLYGON (((-78.804150999834 42.871816998746, -78.803969999585 42.871813999507, -78.803110999558 42.871802999, -78.802053000251 42.871776998701, -78.801040000319 42.871755998632, -78.800971999883 42.871753999439, -78.800073999857 42.871734999463, -78.799929000368 42.871731999325, -78.799931999606 42.871242999266, -78.799931999606 42.870581999374, -78.799567200417 42.870485637018, -78.799567496294 42.87046578988, -78.799569534158 42.870381410991, -78.799569502682 42.870372494213, -78.799569914571 42.87035705825, -78.799571053113 42.870282629459, -78.799572287882 42.870235293644, -78.7995730595 42.870189331993, -78.799574246605 42.870128965901, -78.799574602737 42.870096724307, -78.799575034411 42.870086948677, -78.799576167557 42.870011145722, -78.799576600131 42.870001540963, -78.799577774646 42.869937057775, -78.799578164052 42.869914934453, -78.799578134374 42.869906359417, -78.799579366446 42.86985885453, -78.799580138064 42.86981306375, -78.799580557148 42.869799000152, -78.799581740656 42.869737603437, -78.799582148049 42.869720625137, -78.799582514972 42.869692328868, -78.79958326051 42.869638307493, -78.799583686789 42.869626987727, -78.799584428729 42.86957245194, -78.799585230925 42.869535407067, -78.799586060999 42.869505565763, -78.799586412634 42.869472810656, -78.799587228319 42.869439367568, -78.799588821018 42.869361164323, -78.799588776052 42.869348302219, -78.799589609724 42.869320175023, -78.799590792332 42.869258436566, -78.799591154759 42.869228596162, -78.799591538769 42.869204757833, -78.799592358052 42.869172344468, -78.799592327475 42.869163597662, -78.799593948053 42.869093796783, -78.799594334761 42.869070473765, -78.799595096487 42.869021768283, -78.799595514672 42.869008218198, -78.799595911273 42.868988153424, -78.799595877099 42.868978549564, -78.799596690985 42.868944592963, -78.799597873594 42.868882339194, -78.799598666796 42.86884255049, -78.799599432119 42.868794874731, -78.79959984131 42.868777895531, -78.799600260394 42.868764518116, -78.79960183151 42.868680655437, -78.799602999729 42.868614285471, -78.799602770402 42.868548604386, -78.799603858582 42.868459768457, -78.799605404516 42.868368016926, -78.799606501689 42.868281924828, -78.799608072805 42.868197376866, -78.799608040429 42.868188115648, -78.799609589062 42.868097736482, -78.799610311217 42.868037712132, -78.799610686235 42.868011129971, -78.799611505517 42.867978716607, -78.799612219579 42.867916463737, -78.799612583804 42.867887137745, -78.799613328443 42.867832943701, -78.799613762815 42.867824026023, -78.799614145027 42.867799845053, -78.799614845599 42.867733646857, -78.79961560013 42.867682711956, -78.799616391534 42.867642066197, -78.799617530975 42.867567980048, -78.799617941065 42.867552029673, -78.799619056225 42.867470226442, -78.799619449228 42.867449473687, -78.799620600361 42.867378644882, -78.799621221792 42.867327053475, -78.800122000271 42.867134998759, -78.800145000432 42.865985998854, -78.800080000134 42.864843999272, -78.800216000107 42.864865999387, -78.800351000035 42.864888998648, -78.800628000213 42.86493499897, -78.801211000108 42.864949998762, -78.801244999877 42.864963999408, -78.801279999691 42.864951998855, -78.80148700024 42.864956999085, -78.801971000068 42.864968998739, -78.802171000294 42.864969998785, -78.802156999649 42.866002998739, -78.803122000065 42.866010999107, -78.803121000019 42.866039998646, -78.804072999836 42.866050999153, -78.805003999585 42.86606199876, -78.804998000207 42.866113999359, -78.804962000347 42.868672999509, -78.804932999909 42.871325999495, -78.804932999909 42.871400999355, -78.804917000071 42.871734999463, -78.804918000117 42.871826999207, -78.804150999834 42.871816998746)))",214,36,029,001900,2,360290019002,Block Group 2,G5030,S,294157,0,+42.8686845,-078.8022516,150,36,029,001900,2,360290019002,1065,1033,3,6,9,0,11,3,35,1030,571,524,47,,,{9552B26C-BCC2-49B9-A5F5-C8AFAA6A3710},0.000032025626593,0.024285919868312,19
"MULTIPOLYGON (((-78.844132000111 42.941427998794, -78.844132000111 42.941409998864, -78.844143999765 42.940304999188, -78.844206999971 42.940304999188, -78.845315999831 42.940313998704, -78.846496000265 42.940323999165, -78.845797999566 42.939204998844, -78.845738000398 42.939053999078, -78.845596000147 42.938651999433, -78.845502000311 42.938302998634, -78.847293000132 42.938317999325, -78.848204999904 42.938338999394, -78.848994000301 42.938346998864, -78.850644999965 42.938357999371, -78.850677999687 42.939016999171, -78.850694000425 42.939230999143, -78.850695999617 42.939352999371, -78.85069799971 42.939530999483, -78.850742999985 42.940354998795, -78.850758999824 42.940776999362, -78.850758999824 42.940963998989, -78.850751000354 42.941215998914, -78.850753000446 42.941487998862, -78.850735999663 42.941658998651, -78.850695999617 42.941835998716, -78.850655000425 42.941960999082, -78.850440000407 42.942433999302, -78.850391999993 42.942533999415, -78.850337000156 42.942649999366, -78.850245999558 42.942795998902, -78.85021199979 42.94284299927, -78.849983000025 42.943428999303, -78.849840999775 42.944117998688, -78.849579000288 42.944055999427, -78.849325000271 42.943989999082, -78.849074000392 42.943919999453, -78.848745999661 42.943820999386, -78.848423000061 42.943712998904, -78.848104999791 42.943597998999, -78.847791999752 42.943474998725, -78.847483999943 42.943344999028, -78.847182999558 42.943207999008, -78.846590000102 42.942901999291, -78.846112999697 42.94263099939, -78.846008000253 42.942576998699, -78.845804999889 42.942460998748, -78.845655000169 42.94236999905, -78.845126000066 42.941986999381, -78.844642000238 42.941618999505, -78.84441399962 42.941426998748, -78.844132000111 42.941427998794)))",13,36,029,005201,1,360290052011,Block Group 1,G5030,S,243021,0,+42.9408833,-078.8480016,150,36,029,005201,1,360290052011,868,749,79,5,17,0,3,15,24,844,408,383,25,,,{815FAD37-3A0C-4510-B6A0-BDEB01BC1BAC},0.000026802405463,0.023226497034856,52.01
"MULTIPOLYGON (((-78.858901000125 42.954596998798, -78.858151999773 42.954596998798, -78.857311999722 42.954591999467, -78.855756999988 42.954578998867, -78.854349999881 42.954568999306, -78.853076999656 42.954560998937, -78.853068000141 42.953717998748, -78.853035999565 42.951439998961, -78.854392000019 42.951449999422, -78.855734999873 42.951462999122, -78.855795999987 42.951462999122, -78.85735399986 42.951475998822, -78.858978000077 42.95147899896, -78.860412999676 42.951485999283, -78.861776999599 42.951497998937, -78.863142999614 42.951508999444, -78.863126999776 42.952616999257, -78.863101000376 42.954575998729, -78.861734000315 42.954573998637, -78.861181000004 42.954573998637, -78.861181000004 42.954614998728, -78.86034700023 42.954606999259, -78.858926000378 42.954596998798, -78.858901000125 42.954596998798)))",2,36,029,004900,1,360290049001,Block Group 1,G5030,S,283745,0,+42.9530281,-078.8580785,150,36,029,004900,1,360290049001,1504,1201,213,17,12,0,17,44,62,1442,779,720,59,,,{FBDDA63E-845C-4248-8003-7EFD27D106B9},0.000031299596101,0.026361036804502,49
"MULTIPOLYGON (((-78.877019999878 42.918647999122, -78.877029000293 42.917511998917, -78.877033999624 42.916937999437, -78.877038999855 42.916918999461, -78.877047000224 42.915464998986, -78.878658999888 42.915478998732, -78.879334999573 42.915487999147, -78.880338999988 42.915492999378, -78.880329999573 42.916935999345, -78.880322000104 42.918620998777, -78.880304000174 42.920292999408, -78.879139999577 42.920314998624, -78.878603000004 42.920329999315, -78.877921000043 42.920337998784, -78.877010000317 42.920354998669, -78.877013999602 42.919450999266, -78.877019999878 42.91867699866, -78.877019999878 42.918647999122)))",51,36,029,006501,1,360290065011,Block Group 1,G5030,S,144871,0,+42.9179035,-078.8786704,150,36,029,006501,1,360290065011,873,754,36,6,36,0,16,25,49,824,482,446,36,,,{C0F811E8-5D8C-4521-B325-87C2897D694A},0.000015971680228,0.016277657775073,65.01
"MULTIPOLYGON (((-78.816996000191 42.922630999263, -78.818301000093 42.922620998802, -78.819519999627 42.922610999241, -78.820712999762 42.922601998826, -78.821527999559 42.922596999495, -78.821889000012 42.922595999449, -78.822632000087 42.922591999264, -78.823069000446 42.922588999126, -78.823746000178 42.922584998941, -78.824287999981 42.922580998757, -78.824292000165 42.924432998692, -78.824283999797 42.925134998677, -78.824272000143 42.927242998721, -78.824272000143 42.927274999297, -78.824269000004 42.927980999466, -78.824262999728 42.928724998688, -78.824266999912 42.92945599911, -78.825355999749 42.929459999294, -78.824269000004 42.929825999078, -78.823840000014 42.929829999263, -78.823061000078 42.929823998986, -78.822850000244 42.929821998894, -78.822145000121 42.929832999401, -78.821821999621 42.929856998709, -78.821717000177 42.92986699917, -78.821650999833 42.930187998678, -78.821540000112 42.930162999324, -78.821122999775 42.930209998793, -78.820975000148 42.929937998845, -78.820875000035 42.929753999357, -78.819635000432 42.927496998739, -78.819512000158 42.927269999067, -78.819381999561 42.927029998795, -78.817208000071 42.923013998932, -78.816996000191 42.922630999263)))",226,36,029,017000,1,360290170001,Block Group 1,G5030,S,353501,0,+42.9258161,-078.8215118,150,36,029,017000,1,360290170001,1038,37,959,2,0,0,7,33,18,1020,516,427,89,,,{EFD84F66-3020-4DF8-BA7C-AD54598088A1},0.000038977274473,0.028447749735642,170
"MULTIPOLYGON (((-78.874666000185 42.933965999262, -78.874645000116 42.933896998779, -78.874566000072 42.933821998919, -78.874493000304 42.93375199929, -78.874303999686 42.933605998855, -78.874069999691 42.933447998766, -78.873969999578 42.933319999161, -78.873924000156 42.933121999027, -78.873788000182 42.932938998685, -78.873561999656 42.932780999496, -78.87334899973 42.932677999245, -78.87311899992 42.932635999107, -78.872841999742 42.932647998761, -78.872303000077 42.932692999037, -78.871778000158 42.932781998643, -78.87136900019 42.932752999105, -78.870863000248 42.932710998967, -78.870387999935 42.932614999039, -78.869767000088 42.932444999296, -78.869145000194 42.932285999161, -78.868615000044 42.932067999005, -78.868007999943 42.931672998783, -78.867817000132 42.9316039992, -78.867322999843 42.931413999435, -78.866978000127 42.931215999301, -78.866906999552 42.930879999101, -78.86643200014 42.930350998997, -78.866141000215 42.9298849991, -78.865962000058 42.929645998875, -78.865778999716 42.929483999501, -78.865846000107 42.929293998837, -78.86591499969 42.929147999301, -78.866005000242 42.929008999189, -78.866112999824 42.928876999399, -78.866247999752 42.928787998894, -78.866394000187 42.928709998896, -78.866550000183 42.928642999405, -78.866714999695 42.928587998668, -78.866900000129 42.928539999153, -78.867039000241 42.92849699897, -78.867239999614 42.92842199911, -78.867397999703 42.92834699925, -78.867531000438 42.928266999159, -78.867652999766 42.928177998654, -78.867689999673 42.928140998747, -78.867739000133 42.928073999256, -78.867772999902 42.928001998635, -78.867789999786 42.927926998775, -78.867628000413 42.925947999281, -78.868135000401 42.925945999189, -78.869033000427 42.925954998704, -78.87027300003 42.925964999165, -78.871670999722 42.925976998819, -78.872491999796 42.925976998819, -78.873500000396 42.925988999372, -78.87372900016 42.925991998611, -78.873771000297 42.925991998611, -78.874835999928 42.926005999257, -78.874968999763 42.926007999349, -78.875642000209 42.92601299868, -78.876570999865 42.926015998818, -78.877001999948 42.926028999417, -78.877006000132 42.927949998936, -78.877033999624 42.92794899889, -78.877026000155 42.929368998697, -78.876996999718 42.930729999381, -78.876984000018 42.931270999138, -78.876989000248 42.931654998853, -78.876990000294 42.931735998989, -78.876987000156 42.932623999454, -78.876985000064 42.933143999142, -78.876985000064 42.933255998909, -78.877267999619 42.933916998802, -78.877405999685 42.934225998657, -78.876978999787 42.934165999488, -78.875796000113 42.933983999192, -78.875707999654 42.933969999446, -78.875502000051 42.933948999378, -78.875295000401 42.933937998871, -78.875087999853 42.933935998778, -78.874880000157 42.933943999147, -78.874666000185 42.933965999262)))",102,36,029,006302,1,360290063021,Block Group 1,G5030,S,625615,0,+42.9295322,-078.8723084,150,36,029,006302,1,360290063021,840,798,11,6,4,0,5,16,33,807,415,370,45,,,{BBE937DF-CBE7-4231-87D6-8DF9E6F6C9E0},0.000068985236611,0.035886499440608,63.02
